state,date,ML,Low_90,High_90,Low_50,High_50
NC,2020-04-15,0.9500000000000001,0.45,1.41,0.7000000000000001,1.1
NC,2020-04-16,1.29,0.78,1.73,1.06,1.45
NC,2020-04-17,1.37,0.88,1.8,1.1400000000000001,1.52
NC,2020-04-18,1.27,0.8,1.7,1.06,1.43
NC,2020-04-19,1.11,0.63,1.53,0.89,1.26
NC,2020-04-20,0.93,0.47000000000000003,1.37,0.73,1.1
NC,2020-04-21,0.98,0.51,1.42,0.74,1.12
NC,2020-04-22,1.36,0.88,1.78,1.1400000000000001,1.51
NC,2020-04-23,1.46,0.99,1.86,1.23,1.59
NC,2020-04-24,1.45,0.99,1.84,1.23,1.58
NC,2020-04-25,1.33,0.89,1.72,1.1400000000000001,1.48
NC,2020-04-26,1.1,0.65,1.48,0.9,1.24
NC,2020-04-27,1.07,0.63,1.46,0.88,1.22
NC,2020-04-28,1.1300000000000001,0.6900000000000001,1.52,0.9400000000000001,1.28
NC,2020-04-29,1.3,0.86,1.68,1.08,1.42
NC,2020-04-30,1.29,0.86,1.6600000000000001,1.09,1.42
NC,2020-05-01,1.0,0.5700000000000001,1.37,0.79,1.12
NC,2020-05-02,0.71,0.29,1.1,0.49,0.8300000000000001
NC,2020-05-03,0.62,0.17,1.0,0.39,0.74
NC,2020-05-04,0.61,0.16,1.0,0.41000000000000003,0.76
NC,2020-05-05,0.87,0.41000000000000003,1.28,0.65,1.01
NC,2020-05-06,1.06,0.6,1.46,0.8200000000000001,1.18
ND,2020-04-16,2.89,0.9,4.57,2.08,3.6
ND,2020-04-17,2.66,1.32,3.85,2.06,3.1
ND,2020-04-18,2.2,1.12,3.17,1.73,2.57
ND,2020-04-19,1.75,0.79,2.61,1.31,2.06
ND,2020-04-20,1.35,0.42,2.13,0.91,1.62
ND,2020-04-21,1.04,0.15,1.76,0.61,1.3
ND,2020-04-22,0.86,0.07,1.58,0.48,1.1500000000000001
ND,2020-04-23,0.96,0.14,1.71,0.53,1.22
ND,2020-04-24,1.23,0.32,1.99,0.8,1.5
ND,2020-04-25,1.42,0.53,2.18,1.01,1.69
ND,2020-04-26,1.45,0.61,2.2,1.03,1.69
ND,2020-04-27,1.36,0.54,2.09,0.97,1.61
ND,2020-04-28,1.1500000000000001,0.33,1.85,0.78,1.41
ND,2020-04-29,0.99,0.2,1.68,0.61,1.24
ND,2020-04-30,0.81,0.06,1.47,0.47000000000000003,1.09
ND,2020-05-01,0.72,0.01,1.3800000000000001,0.33,0.9500000000000001
ND,2020-05-02,0.75,0.03,1.44,0.4,1.03
ND,2020-05-03,0.78,0.05,1.49,0.36,1.01
ND,2020-05-04,0.89,0.11,1.62,0.54,1.2
ND,2020-05-05,0.9400000000000001,0.11,1.6500000000000001,0.53,1.2
ND,2020-05-06,1.02,0.17,1.74,0.64,1.31
NE,2020-03-31,2.2800000000000002,0.23,3.95,1.42,3.0500000000000003
NE,2020-04-01,1.94,0.41000000000000003,3.21,1.33,2.5100000000000002
NE,2020-04-02,1.81,0.52,2.88,1.24,2.22
NE,2020-04-03,1.67,0.53,2.62,1.2,2.06
NE,2020-04-04,1.53,0.49,2.41,1.1,1.8900000000000001
NE,2020-04-05,1.57,0.6,2.41,1.1,1.85
NE,2020-04-06,1.54,0.64,2.36,1.11,1.82
NE,2020-04-07,1.55,0.6900000000000001,2.34,1.1500000000000001,1.83
NE,2020-04-08,1.54,0.68,2.2800000000000002,1.1400000000000001,1.8
NE,2020-04-09,1.59,0.8,2.34,1.19,1.83
NE,2020-04-10,1.5,0.7000000000000001,2.2,1.11,1.73
NE,2020-04-11,1.3900000000000001,0.63,2.1,1.01,1.62
NE,2020-04-12,1.1500000000000001,0.36,1.82,0.81,1.41
NE,2020-04-13,1.0,0.23,1.67,0.62,1.23
NE,2020-04-14,0.99,0.23,1.68,0.6,1.22
NE,2020-04-15,1.05,0.24,1.72,0.68,1.3
NE,2020-04-16,1.36,0.59,2.08,0.97,1.59
NE,2020-04-17,1.85,1.11,2.5300000000000002,1.48,2.07
NE,2020-04-18,2.1,1.3800000000000001,2.71,1.75,2.3000000000000003
NE,2020-04-19,2.06,1.4000000000000001,2.64,1.76,2.27
NE,2020-04-20,1.82,1.2,2.38,1.52,2.0100000000000002
NE,2020-04-21,1.7,1.08,2.23,1.44,1.9100000000000001
NE,2020-04-22,1.73,1.12,2.24,1.45,1.9100000000000001
NE,2020-04-23,1.87,1.32,2.39,1.62,2.06
NE,2020-04-24,2.0,1.47,2.49,1.76,2.18
NE,2020-04-25,2.0300000000000002,1.51,2.48,1.78,2.18
NE,2020-04-26,1.68,1.19,2.12,1.42,1.81
NE,2020-04-27,1.44,0.9500000000000001,1.87,1.21,1.59
NE,2020-04-28,1.27,0.77,1.69,1.03,1.41
NE,2020-04-29,1.45,0.96,1.87,1.26,1.6300000000000001
NE,2020-04-30,1.74,1.29,2.16,1.52,1.8800000000000001
NE,2020-05-01,1.96,1.51,2.34,1.76,2.1
NE,2020-05-02,1.7,1.28,2.07,1.48,1.81
NE,2020-05-03,1.43,1.01,1.79,1.24,1.56
NE,2020-05-04,0.98,0.5700000000000001,1.35,0.8,1.12
NE,2020-05-05,0.68,0.25,1.05,0.49,0.8200000000000001
NE,2020-05-06,0.5,0.07,0.86,0.28,0.62
NH,2020-03-28,1.9000000000000001,0.1,3.46,0.99,2.5100000000000002
NH,2020-03-29,2.34,0.93,3.61,1.67,2.7800000000000002
NH,2020-03-30,1.98,0.81,2.99,1.43,2.33
NH,2020-03-31,1.8,0.79,2.7,1.31,2.1
NH,2020-04-01,1.61,0.66,2.42,1.21,1.93
NH,2020-04-02,1.55,0.68,2.34,1.18,1.86
NH,2020-04-03,1.44,0.59,2.19,1.04,1.7
NH,2020-04-04,1.46,0.62,2.18,1.08,1.72
NH,2020-04-05,1.37,0.5700000000000001,2.09,0.98,1.61
NH,2020-04-06,1.25,0.45,1.95,0.87,1.49
NH,2020-04-07,0.98,0.18,1.6400000000000001,0.59,1.21
NH,2020-04-08,0.81,0.04,1.44,0.41000000000000003,1.03
NH,2020-04-09,0.6900000000000001,0.0,1.34,0.29,0.9
NH,2020-04-10,0.76,0.03,1.44,0.38,1.01
NH,2020-04-11,0.84,0.08,1.54,0.42,1.07
NH,2020-04-12,1.12,0.28,1.86,0.71,1.3800000000000001
NH,2020-04-13,1.22,0.36,1.94,0.81,1.47
NH,2020-04-14,1.41,0.58,2.13,1.02,1.6600000000000001
NH,2020-04-15,1.3,0.51,2.0100000000000002,0.93,1.55
NH,2020-04-16,1.25,0.45,1.93,0.88,1.49
NH,2020-04-17,1.1300000000000001,0.34,1.8,0.74,1.35
NH,2020-04-18,1.09,0.32,1.77,0.7000000000000001,1.31
NH,2020-04-19,0.86,0.1,1.49,0.5,1.1
NH,2020-04-20,0.97,0.18,1.6300000000000001,0.58,1.2
NH,2020-04-21,0.97,0.19,1.6400000000000001,0.58,1.2
NH,2020-04-22,1.12,0.34,1.82,0.74,1.36
NH,2020-04-23,1.1400000000000001,0.36,1.83,0.79,1.4000000000000001
NH,2020-04-24,1.19,0.4,1.86,0.85,1.45
NH,2020-04-25,1.1300000000000001,0.36,1.8,0.76,1.36
NH,2020-04-26,1.2,0.45,1.8800000000000001,0.86,1.45
NH,2020-04-27,1.07,0.3,1.71,0.6900000000000001,1.28
NH,2020-04-28,1.07,0.31,1.72,0.7000000000000001,1.29
NH,2020-04-29,1.23,0.49,1.9000000000000001,0.9,1.48
NH,2020-04-30,1.42,0.68,2.06,1.07,1.6400000000000001
NH,2020-05-01,1.6400000000000001,0.93,2.2600000000000002,1.3,1.85
NH,2020-05-02,1.56,0.88,2.16,1.23,1.76
NH,2020-05-03,1.36,0.7000000000000001,1.95,1.03,1.55
NH,2020-05-04,1.08,0.41000000000000003,1.6600000000000001,0.75,1.27
NH,2020-05-05,0.74,0.12,1.31,0.4,0.92
NH,2020-05-06,0.35000000000000003,0.0,0.9500000000000001,0.07,0.51
NJ,2020-03-15,4.62,2.89,6.1000000000000005,3.84,5.16
NJ,2020-03-16,4.66,3.59,5.57,4.21,5.0200000000000005
NJ,2020-03-17,3.96,3.19,4.67,3.6,4.21
NJ,2020-03-18,3.73,3.1,4.3100000000000005,3.43,3.93
NJ,2020-03-19,3.49,2.93,3.97,3.22,3.65
NJ,2020-03-20,3.47,2.98,3.89,3.22,3.6
NJ,2020-03-21,3.27,2.86,3.66,3.08,3.41
NJ,2020-03-22,2.88,2.49,3.22,2.7,3.0
NJ,2020-03-23,3.1,2.74,3.4,2.94,3.21
NJ,2020-03-24,2.98,2.66,3.25,2.85,3.09
NJ,2020-03-25,2.82,2.54,3.0700000000000003,2.68,2.9
NJ,2020-03-26,2.5300000000000002,2.2600000000000002,2.75,2.42,2.62
NJ,2020-03-27,2.32,2.06,2.52,2.19,2.38
NJ,2020-03-28,1.8900000000000001,1.6600000000000001,2.09,1.77,1.95
NJ,2020-03-29,1.77,1.53,1.95,1.67,1.84
NJ,2020-03-30,1.52,1.31,1.71,1.4000000000000001,1.57
NJ,2020-03-31,1.6600000000000001,1.45,1.84,1.56,1.72
NJ,2020-04-01,1.68,1.49,1.86,1.56,1.72
NJ,2020-04-02,1.57,1.3800000000000001,1.74,1.47,1.62
NJ,2020-04-03,1.37,1.18,1.53,1.26,1.41
NJ,2020-04-04,1.2,1.01,1.36,1.09,1.24
NJ,2020-04-05,0.87,0.68,1.03,0.76,0.91
NJ,2020-04-06,0.8,0.6,0.96,0.7000000000000001,0.85
NJ,2020-04-07,0.77,0.58,0.9400000000000001,0.67,0.8200000000000001
NJ,2020-04-08,0.89,0.68,1.05,0.8,0.9500000000000001
NJ,2020-04-09,1.07,0.85,1.22,0.97,1.12
NJ,2020-04-10,1.0,0.81,1.17,0.91,1.06
NJ,2020-04-11,1.09,0.9,1.26,0.99,1.1400000000000001
NJ,2020-04-12,0.91,0.72,1.08,0.81,0.96
NJ,2020-04-13,0.96,0.75,1.12,0.86,1.01
NJ,2020-04-14,0.93,0.72,1.09,0.84,0.99
NJ,2020-04-15,0.93,0.72,1.09,0.84,0.99
NJ,2020-04-16,1.01,0.81,1.18,0.93,1.08
NJ,2020-04-17,1.09,0.88,1.25,0.99,1.1400000000000001
NJ,2020-04-18,1.02,0.81,1.18,0.93,1.08
NJ,2020-04-19,1.16,0.97,1.33,1.06,1.21
NJ,2020-04-20,1.09,0.89,1.25,0.99,1.1400000000000001
NJ,2020-04-21,0.99,0.79,1.1500000000000001,0.88,1.03
NJ,2020-04-22,0.93,0.73,1.09,0.8300000000000001,0.98
NJ,2020-04-23,0.81,0.6,0.97,0.72,0.87
NJ,2020-04-24,0.6900000000000001,0.5,0.87,0.58,0.74
NJ,2020-04-25,0.66,0.46,0.84,0.55,0.71
NJ,2020-04-26,0.63,0.41000000000000003,0.8,0.53,0.6900000000000001
NJ,2020-04-27,0.56,0.34,0.74,0.44,0.61
NJ,2020-04-28,0.73,0.5,0.91,0.62,0.79
NJ,2020-04-29,0.71,0.5,0.91,0.61,0.78
NJ,2020-04-30,0.9,0.66,1.08,0.8,0.97
NJ,2020-05-01,0.9500000000000001,0.72,1.1400000000000001,0.86,1.03
NJ,2020-05-02,0.9,0.67,1.09,0.77,0.9500000000000001
NJ,2020-05-03,0.68,0.44,0.87,0.55,0.73
NJ,2020-05-04,0.59,0.35000000000000003,0.79,0.48,0.66
NJ,2020-05-05,0.49,0.25,0.7000000000000001,0.36,0.55
NJ,2020-05-06,0.46,0.2,0.67,0.36,0.55
NM,2020-03-28,1.97,0.14,3.6,1.1,2.66
NM,2020-03-29,1.68,0.22,2.88,0.98,2.14
NM,2020-03-30,1.5,0.25,2.52,0.9500000000000001,1.92
NM,2020-03-31,1.4000000000000001,0.3,2.35,0.91,1.78
NM,2020-04-01,1.55,0.53,2.47,1.04,1.85
NM,2020-04-02,1.6600000000000001,0.72,2.5300000000000002,1.2,1.95
NM,2020-04-03,1.83,0.92,2.61,1.45,2.14
NM,2020-04-04,1.76,0.91,2.5,1.4000000000000001,2.05
NM,2020-04-05,1.79,0.99,2.5,1.44,2.06
NM,2020-04-06,1.68,0.91,2.36,1.31,1.9100000000000001
NM,2020-04-07,1.87,1.1500000000000001,2.54,1.56,2.13
NM,2020-04-08,1.72,1.0,2.34,1.4000000000000001,1.95
NM,2020-04-09,1.6500000000000001,0.96,2.2600000000000002,1.31,1.85
NM,2020-04-10,1.41,0.71,1.99,1.07,1.6
NM,2020-04-11,1.18,0.53,1.8,0.84,1.37
NM,2020-04-12,0.9500000000000001,0.25,1.53,0.64,1.17
NM,2020-04-13,0.87,0.17,1.45,0.55,1.09
NM,2020-04-14,0.8,0.11,1.3800000000000001,0.45,1.0
NM,2020-04-15,1.07,0.35000000000000003,1.7,0.74,1.3
NM,2020-04-16,1.1400000000000001,0.43,1.77,0.78,1.34
NM,2020-04-17,1.1400000000000001,0.42,1.75,0.8,1.35
NM,2020-04-18,1.12,0.43,1.74,0.81,1.35
NM,2020-04-19,1.1,0.44,1.74,0.77,1.31
NM,2020-04-20,1.16,0.46,1.76,0.81,1.35
NM,2020-04-21,1.28,0.6,1.8800000000000001,0.9500000000000001,1.48
NM,2020-04-22,1.44,0.77,2.02,1.16,1.67
NM,2020-04-23,1.52,0.88,2.09,1.21,1.71
NM,2020-04-24,1.45,0.81,1.99,1.1300000000000001,1.62
NM,2020-04-25,1.2,0.6,1.76,0.91,1.3900000000000001
NM,2020-04-26,1.05,0.42,1.59,0.77,1.25
NM,2020-04-27,1.05,0.41000000000000003,1.59,0.73,1.22
NM,2020-04-28,1.21,0.5700000000000001,1.75,0.96,1.44
NM,2020-04-29,1.35,0.74,1.8900000000000001,1.03,1.51
NM,2020-04-30,1.49,0.89,2.0100000000000002,1.22,1.68
NM,2020-05-01,1.41,0.84,1.93,1.1400000000000001,1.59
NM,2020-05-02,1.27,0.68,1.76,1.03,1.47
NM,2020-05-03,1.03,0.45,1.53,0.74,1.19
NM,2020-05-04,0.88,0.29,1.3800000000000001,0.61,1.06
NM,2020-05-05,0.8200000000000001,0.22,1.32,0.53,0.99
NM,2020-05-06,0.84,0.23,1.35,0.54,1.01
NV,2020-03-21,2.4,0.39,4.08,1.49,3.08
NV,2020-03-22,2.37,0.9,3.62,1.72,2.84
NV,2020-03-23,2.2,1.03,3.22,1.67,2.57
NV,2020-03-24,2.31,1.33,3.19,1.83,2.6
NV,2020-03-25,2.25,1.37,3.02,1.84,2.52
NV,2020-03-26,2.21,1.43,2.93,1.84,2.46
NV,2020-03-27,2.41,1.68,3.06,2.07,2.64
NV,2020-03-28,2.35,1.69,2.96,2.0100000000000002,2.54
NV,2020-03-29,2.22,1.6,2.79,1.94,2.43
NV,2020-03-30,1.99,1.37,2.5100000000000002,1.7,2.17
NV,2020-03-31,1.6300000000000001,1.04,2.15,1.34,1.8
NV,2020-04-01,1.43,0.84,1.94,1.18,1.6300000000000001
NV,2020-04-02,1.17,0.58,1.68,0.92,1.37
NV,2020-04-03,0.93,0.35000000000000003,1.46,0.65,1.11
NV,2020-04-04,0.93,0.31,1.45,0.65,1.12
NV,2020-04-05,0.99,0.36,1.51,0.74,1.21
NV,2020-04-06,1.04,0.42,1.57,0.79,1.26
NV,2020-04-07,1.16,0.55,1.69,0.87,1.34
NV,2020-04-08,1.07,0.46,1.59,0.76,1.23
NV,2020-04-09,1.04,0.43,1.56,0.74,1.21
NV,2020-04-10,0.93,0.31,1.44,0.62,1.09
NV,2020-04-11,0.8300000000000001,0.21,1.34,0.55,1.02
NV,2020-04-12,0.74,0.12,1.24,0.42,0.9
NV,2020-04-13,0.76,0.14,1.28,0.5,0.98
NV,2020-04-14,0.91,0.27,1.45,0.62,1.11
NV,2020-04-15,0.97,0.35000000000000003,1.53,0.68,1.17
NV,2020-04-16,0.98,0.34,1.52,0.67,1.16
NV,2020-04-17,0.9500000000000001,0.34,1.51,0.63,1.12
NV,2020-04-18,0.87,0.24,1.41,0.56,1.05
NV,2020-04-19,0.81,0.17,1.34,0.52,1.01
NV,2020-04-20,0.8300000000000001,0.19,1.37,0.51,1.01
NV,2020-04-21,0.9500000000000001,0.3,1.51,0.67,1.17
NV,2020-04-22,1.16,0.53,1.73,0.84,1.34
NV,2020-04-23,1.17,0.55,1.73,0.86,1.35
NV,2020-04-24,1.08,0.45,1.62,0.8,1.28
NV,2020-04-25,0.9,0.29,1.45,0.63,1.11
NV,2020-04-26,0.7000000000000001,0.08,1.21,0.44,0.92
NV,2020-04-27,0.6,0.01,1.1,0.31,0.79
NV,2020-04-28,0.77,0.13,1.32,0.46,0.97
NV,2020-04-29,0.96,0.3,1.54,0.63,1.1500000000000001
NV,2020-04-30,1.17,0.53,1.76,0.86,1.37
NV,2020-05-01,1.1300000000000001,0.48,1.69,0.8200000000000001,1.32
NV,2020-05-02,0.99,0.34,1.54,0.67,1.17
NV,2020-05-03,0.8,0.15,1.33,0.48,0.98
NV,2020-05-04,0.64,0.05,1.17,0.36,0.85
NV,2020-05-05,0.43,0.0,0.99,0.21,0.66
NV,2020-05-06,0.51,0.0,1.07,0.25,0.73
NY,2020-03-07,1.79,0.03,3.45,0.87,2.45
NY,2020-03-08,1.75,0.25,3.0100000000000002,1.07,2.27
NY,2020-03-09,1.46,0.24,2.54,0.89,1.8900000000000001
NY,2020-03-10,2.07,0.91,3.0500000000000003,1.54,2.42
NY,2020-03-11,2.33,1.34,3.19,1.8800000000000001,2.64
NY,2020-03-12,2.82,1.98,3.58,2.43,3.09
NY,2020-03-13,3.02,2.29,3.68,2.7,3.27
NY,2020-03-14,3.64,3.02,4.21,3.35,3.84
NY,2020-03-15,3.7600000000000002,3.21,4.22,3.49,3.91
NY,2020-03-16,4.29,3.83,4.67,4.0600000000000005,4.41
NY,2020-03-17,4.61,4.24,4.92,4.43,4.71
NY,2020-03-18,4.36,4.0600000000000005,4.61,4.2,4.43
NY,2020-03-19,4.0200000000000005,3.7800000000000002,4.24,3.9,4.09
NY,2020-03-20,3.54,3.3200000000000003,3.72,3.42,3.59
NY,2020-03-21,2.86,2.65,3.0100000000000002,2.75,2.9
NY,2020-03-22,2.34,2.16,2.49,2.24,2.38
NY,2020-03-23,1.95,1.78,2.09,1.86,1.99
NY,2020-03-24,1.72,1.56,1.86,1.62,1.75
NY,2020-03-25,1.6600000000000001,1.5,1.79,1.58,1.7
NY,2020-03-26,1.56,1.4000000000000001,1.68,1.47,1.59
NY,2020-03-27,1.45,1.3,1.57,1.3900000000000001,1.5
NY,2020-03-28,1.48,1.34,1.6,1.4000000000000001,1.51
NY,2020-03-29,1.33,1.18,1.44,1.25,1.36
NY,2020-03-30,1.26,1.1300000000000001,1.3800000000000001,1.18,1.29
NY,2020-03-31,1.33,1.18,1.43,1.27,1.37
NY,2020-04-01,1.4000000000000001,1.27,1.51,1.33,1.43
NY,2020-04-02,1.32,1.19,1.43,1.25,1.35
NY,2020-04-03,1.22,1.1,1.33,1.1400000000000001,1.24
NY,2020-04-04,0.98,0.86,1.09,0.91,1.01
NY,2020-04-05,0.98,0.86,1.09,0.91,1.01
NY,2020-04-06,0.99,0.85,1.09,0.91,1.01
NY,2020-04-07,1.07,0.9500000000000001,1.18,1.0,1.1
NY,2020-04-08,1.18,1.05,1.28,1.1,1.2
NY,2020-04-09,1.16,1.03,1.26,1.08,1.18
NY,2020-04-10,0.88,0.75,0.98,0.81,0.91
NY,2020-04-11,0.66,0.52,0.76,0.59,0.6900000000000001
NY,2020-04-12,0.67,0.53,0.77,0.6,0.7000000000000001
NY,2020-04-13,0.75,0.6,0.85,0.6900000000000001,0.79
NY,2020-04-14,0.91,0.76,1.01,0.85,0.9500000000000001
NY,2020-04-15,0.98,0.84,1.09,0.92,1.02
NY,2020-04-16,0.86,0.72,0.97,0.81,0.91
NY,2020-04-17,0.6,0.45,0.71,0.52,0.63
NY,2020-04-18,0.29,0.13,0.4,0.21,0.32
NY,2020-04-19,0.08,0.0,0.22,0.0,0.1
NY,2020-04-20,0.39,0.21,0.51,0.32,0.44
NY,2020-04-21,0.88,0.71,1.01,0.78,0.91
NY,2020-04-22,1.52,1.36,1.6500000000000001,1.44,1.56
NY,2020-04-23,1.6500000000000001,1.51,1.78,1.55,1.67
NY,2020-04-24,1.43,1.27,1.54,1.36,1.47
NY,2020-04-25,0.92,0.77,1.04,0.85,0.96
NY,2020-04-26,0.4,0.24,0.52,0.31,0.43
NY,2020-04-27,0.06,0.0,0.22,0.0,0.1
NY,2020-04-28,0.0,0.0,0.25,0.0,0.07
NY,2020-04-29,0.26,0.07,0.4,0.16,0.3
NY,2020-04-30,0.78,0.59,0.93,0.6900000000000001,0.8300000000000001
NY,2020-05-01,0.8300000000000001,0.64,0.98,0.74,0.88
NY,2020-05-02,0.61,0.41000000000000003,0.76,0.5,0.65
NY,2020-05-03,0.0,0.0,0.24,0.0,0.08
NY,2020-05-04,0.0,0.0,0.0,0.0,0.05
NY,2020-05-05,0.0,0.0,0.0,0.0,0.04
NY,2020-05-06,0.0,0.0,0.0,0.0,0.04
OH,2020-03-19,3.42,1.47,5.07,2.58,4.0600000000000005
OH,2020-03-20,3.2800000000000002,2.02,4.39,2.77,3.74
OH,2020-03-21,3.0300000000000002,2.06,3.9,2.57,3.33
OH,2020-03-22,2.81,1.99,3.54,2.42,3.06
OH,2020-03-23,2.58,1.84,3.22,2.22,2.79
OH,2020-03-24,2.52,1.84,3.1,2.2,2.72
OH,2020-03-25,2.46,1.85,3.0100000000000002,2.16,2.64
OH,2020-03-26,2.35,1.76,2.85,2.07,2.52
OH,2020-03-27,2.24,1.71,2.73,2.0,2.42
OH,2020-03-28,2.0,1.47,2.45,1.77,2.17
OH,2020-03-29,1.81,1.29,2.24,1.57,1.96
OH,2020-03-30,1.6600000000000001,1.18,2.1,1.43,1.81
OH,2020-03-31,1.59,1.12,2.02,1.3800000000000001,1.75
OH,2020-04-01,1.59,1.1300000000000001,2.0100000000000002,1.34,1.71
OH,2020-04-02,1.52,1.07,1.93,1.28,1.6400000000000001
OH,2020-04-03,1.42,0.96,1.81,1.2,1.55
OH,2020-04-04,1.27,0.81,1.6500000000000001,1.04,1.3900000000000001
OH,2020-04-05,1.11,0.65,1.49,0.87,1.22
OH,2020-04-06,1.0,0.55,1.3900000000000001,0.77,1.12
OH,2020-04-07,0.9500000000000001,0.49,1.34,0.73,1.08
OH,2020-04-08,0.96,0.51,1.36,0.75,1.1
OH,2020-04-09,1.01,0.56,1.41,0.8,1.1500000000000001
OH,2020-04-10,0.99,0.54,1.3900000000000001,0.78,1.1300000000000001
OH,2020-04-11,0.98,0.52,1.37,0.77,1.12
OH,2020-04-12,1.05,0.6,1.45,0.84,1.19
OH,2020-04-13,1.24,0.78,1.62,1.01,1.36
OH,2020-04-14,1.52,1.1,1.9100000000000001,1.3,1.6400000000000001
OH,2020-04-15,1.99,1.57,2.34,1.78,2.1
OH,2020-04-16,2.4,2.02,2.73,2.24,2.5300000000000002
OH,2020-04-17,2.52,2.16,2.81,2.34,2.61
OH,2020-04-18,2.22,1.9000000000000001,2.5,2.06,2.31
OH,2020-04-19,1.62,1.32,1.9000000000000001,1.47,1.71
OH,2020-04-20,1.02,0.7000000000000001,1.29,0.89,1.1300000000000001
OH,2020-04-21,0.43,0.11,0.71,0.28,0.53
OH,2020-04-22,0.0,0.0,0.34,0.0,0.12
OH,2020-04-23,0.0,0.0,0.32,0.0,0.09
OH,2020-04-24,0.0,0.0,0.36,0.0,0.08
OH,2020-04-25,0.0,0.0,0.35000000000000003,0.0,0.12
OH,2020-04-26,0.42,0.03,0.74,0.25,0.55
OH,2020-04-27,1.02,0.5700000000000001,1.41,0.79,1.1400000000000001
OH,2020-04-28,1.8900000000000001,1.47,2.27,1.69,2.02
OH,2020-04-29,2.21,1.8,2.54,2.0,2.31
OH,2020-04-30,1.95,1.59,2.2800000000000002,1.76,2.05
OH,2020-05-01,1.57,1.22,1.8900000000000001,1.3900000000000001,1.67
OH,2020-05-02,0.96,0.59,1.27,0.79,1.07
OH,2020-05-03,0.58,0.2,0.9,0.4,0.6900000000000001
OH,2020-05-04,0.65,0.25,0.98,0.47000000000000003,0.77
OH,2020-05-05,0.75,0.35000000000000003,1.09,0.54,0.85
OH,2020-05-06,0.88,0.48,1.22,0.67,0.98
OK,2020-03-24,3.74,1.72,5.51,2.85,4.41
OK,2020-03-25,3.36,2.0300000000000002,4.53,2.75,3.7800000000000002
OK,2020-03-26,2.7600000000000002,1.71,3.69,2.33,3.14
OK,2020-03-27,2.29,1.37,3.09,1.85,2.56
OK,2020-03-28,1.95,1.11,2.69,1.56,2.21
OK,2020-03-29,1.82,1.01,2.5100000000000002,1.43,2.05
OK,2020-03-30,1.9100000000000001,1.1400000000000001,2.57,1.55,2.14
OK,2020-03-31,2.02,1.33,2.68,1.68,2.24
OK,2020-04-01,2.12,1.44,2.72,1.79,2.32
OK,2020-04-02,1.94,1.31,2.52,1.6400000000000001,2.14
OK,2020-04-03,1.6500000000000001,1.01,2.19,1.33,1.82
OK,2020-04-04,1.37,0.74,1.9100000000000001,1.09,1.57
OK,2020-04-05,1.03,0.42,1.59,0.71,1.2
OK,2020-04-06,0.93,0.29,1.48,0.6,1.1
OK,2020-04-07,0.9,0.25,1.46,0.64,1.1400000000000001
OK,2020-04-08,0.87,0.2,1.42,0.56,1.07
OK,2020-04-09,0.9400000000000001,0.27,1.51,0.61,1.1300000000000001
OK,2020-04-10,0.9400000000000001,0.27,1.51,0.61,1.1300000000000001
OK,2020-04-11,0.87,0.2,1.43,0.54,1.06
OK,2020-04-12,0.88,0.21,1.45,0.58,1.1
OK,2020-04-13,0.8200000000000001,0.16,1.3900000000000001,0.53,1.05
OK,2020-04-14,0.87,0.2,1.45,0.54,1.07
OK,2020-04-15,0.9400000000000001,0.27,1.54,0.64,1.17
OK,2020-04-16,0.85,0.17,1.42,0.52,1.05
OK,2020-04-17,0.77,0.1,1.33,0.44,0.97
OK,2020-04-18,0.75,0.09,1.32,0.46,0.99
OK,2020-04-19,0.79,0.1,1.36,0.47000000000000003,1.01
OK,2020-04-20,0.9400000000000001,0.23,1.54,0.61,1.16
OK,2020-04-21,1.07,0.37,1.69,0.73,1.28
OK,2020-04-22,1.1300000000000001,0.42,1.73,0.81,1.35
OK,2020-04-23,1.11,0.42,1.71,0.81,1.34
OK,2020-04-24,0.88,0.2,1.46,0.56,1.09
OK,2020-04-25,0.72,0.07,1.28,0.38,0.91
OK,2020-04-26,0.63,0.02,1.19,0.33,0.85
OK,2020-04-27,0.74,0.08,1.33,0.39,0.9400000000000001
OK,2020-04-28,1.03,0.29,1.6500000000000001,0.67,1.24
OK,2020-04-29,1.3,0.59,1.93,0.99,1.54
OK,2020-04-30,1.45,0.76,2.05,1.1400000000000001,1.67
OK,2020-05-01,1.4000000000000001,0.74,1.99,1.07,1.59
OK,2020-05-02,1.17,0.52,1.75,0.85,1.36
OK,2020-05-03,1.0,0.34,1.57,0.6900000000000001,1.2
OK,2020-05-04,0.78,0.16,1.36,0.49,1.0
OK,2020-05-05,0.68,0.06,1.23,0.4,0.91
OK,2020-05-06,0.65,0.02,1.2,0.34,0.86
OR,2020-03-24,2.71,0.77,4.43,1.92,3.45
OR,2020-03-25,2.85,1.5,4.0200000000000005,2.33,3.36
OR,2020-03-26,2.66,1.6,3.58,2.22,3.0300000000000002
OR,2020-03-27,2.36,1.44,3.14,1.93,2.63
OR,2020-03-28,2.06,1.24,2.7800000000000002,1.71,2.34
OR,2020-03-29,1.71,0.97,2.42,1.35,1.95
OR,2020-03-30,1.43,0.68,2.1,1.05,1.6400000000000001
OR,2020-03-31,1.31,0.5700000000000001,1.98,0.98,1.56
OR,2020-04-01,1.31,0.59,1.99,0.9500000000000001,1.53
OR,2020-04-02,1.3,0.58,1.97,0.99,1.56
